cas_latency,category,color,ecc,form_factor,lighting,manufacturer,manufacturer_color,modules_capacity_gb,modules_quantity,name,opendb_id,part_id,ram_type,registered,release_year,rgb,series,speed,total_capacity_gb,variant,voltage
,ram,,,,,Crucial,,,,Crucial CT2K16G52C42U5 Black DDR5-5200 CL42 32GB (2x16GB),01e4e42f-2a39-47c6-b322-b5f5bb19bd90,ram_0027,,,,,CT2K16G52C42U5,,,5200 CL42,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 Silver / Black DDR5-5600 CL36 32GB (2x16GB),01f0cbe4-4b57-49cc-a0f7-29dc75df4688,ram_0028,,,,,Trident,,,5600 CL36,
,ram,,,,,Kingston,,,,Kingston HyperX Fury Black DDR4-2666 CL16 8GB (1x8GB),020449f4-8e25-4c35-8460-fa8ed3739fa0,ram_0029,,,,,HyperX,,,2666 CL16,
,ram,,,,,Crucial,,,,Crucial CT24G56C46S5 Black SODIMM DDR5-5600 CL46 24GB (1x24GB),02090549-8582-4c57-ad57-126997365bbe,ram_0030,,,,,CT24G56C46S5,,,5600 CL46,
,ram,,,,,ADATA,,,,ADATA AD3U1600W8G11-R Black / Green DDR3-1600 CL11 8GB (1x8GB),02201f54-8c7c-4bf3-bfb9-afdc61479917,ram_0031,,,,,AD3U1600W8G11-R,,,1600 CL11,
,ram,,,,,VisionTek,,,,VisionTek 901513 DDR5-4800 CL40 32GB (1x32GB),023586f8-923f-4e22-9428-efddd38b9cbc,ram_0032,,,,,901513,,,4800 CL40,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX Black DDR4-4000 CL18 64GB (2x32GB),02470f94-e037-4af6-8af7-f2d4ef71895f,ram_0033,,,,,Vengeance,,,4000 CL18,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Delta RGB Black DDR5-6000 CL38 16GB (1x16GB),02529e71-bb52-4055-8449-f252a23d76d2,ram_0034,,,,,T-Force,,,6000 CL38,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z Royal Silver DDR4-3200 CL14 256GB (8x32GB),0252c1f5-ba4c-4c51-acf4-f0879a1491ba,ram_0035,,,,,Trident,,,3200 CL14,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Delta RGB Black DDR5-7200 CL34 48GB (2x24GB),025925b8-24c6-4bab-93a6-b5581a0e3129,ram_0036,,,,,T-Force,,,7200 CL34,
,ram,,,,,Kingston,,,,Kingston HyperX Fury Black DDR4-2666 CL16 16GB (2x8GB),025a42be-bf0f-4181-93ce-5d0527241bfb,ram_0037,,,,,HyperX,,,2666 CL16,
,ram,,,,,GOODRAM,,,,GOODRAM IRDM Black DDR5-6400 CL32 32GB (2x16GB),025e5bad-974c-460e-900d-6baa584e685e,ram_0038,,,,,IRDM,,,6400 CL32,
,ram,,,,,Kingston,,,,Kingston FURY Renegade Pro Registered Black DDR5-4800 CL36 32GB (1x32GB),026501cc-6e0d-4b67-be7d-b3942d000f77,ram_0039,,,,,FURY,,,4800 CL36,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX Black / Yellow DDR4-4000 CL19 32GB (4x8GB),026dfda6-7109-43b2-9fc1-c1e56392a353,ram_0040,,,,,Vengeance,,,4000 CL19,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws S5 White DDR5-5200 CL40 96GB (2x48GB),02751c26-1d8d-4964-a9d2-2639a55cc43f,ram_0041,,,,,Ripjaws,,,5200 CL40,
,ram,,,,,Patriot,,,,Patriot Viper Xtreme 5 RGB Black DDR5-7600 CL36 32GB (2x16GB),029256ee-3f67-4927-896d-cf8e9286ddfa,ram_0042,,,,,Viper,,,7600 CL36,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z Black DDR5-6400 CL32 32GB (2x16GB),02a5be57-3fa1-4c35-81e9-4093cc0303dd,ram_0043,,,,,Trident,,,6400 CL32,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws V Black DDR4-3600 CL14 32GB (2x16GB),02af6bd9-efaa-465d-98a9-7808ba97992a,ram_0044,,,,,Ripjaws,,,3600 CL14,
,ram,,,,,G.SKILL,,,,G.Skill Value Black DDR4-2666 CL19 8GB (1x8GB),02b79f9c-1abd-4cb4-a19b-82134c3acb7a,ram_0045,,,,,Value,,,2666 CL19,
,ram,,,,,Silicon Power,,,,Silicon Power XPOWER Zenith RGB Gaming White DDR5-6400 CL40 32GB (2x16GB),02cb863f-1b7a-42d5-afdb-c933ab6ffbb9,ram_0046,,,,,XPOWER,,,6400 CL40,
,ram,,,,,G.SKILL,,,,G.Skill Flare X Black DDR4-2400 CL15 16GB (2x8GB),02da7b10-7364-423c-83e4-0150adae1025,ram_0047,,,,,Flare,,,2400 CL15,
,ram,,,,,Kingston,,,,Kingston FURY Beast RGB Black DDR5-5600 CL36 128GB (2x64GB),02ecf08c-8492-4d08-9e3a-eb5bca237878,ram_0048,,,,,FURY,,,5600 CL36,
,ram,,,,,Corsair,,,,Corsair Dominator Platinum RGB White DDR5-5200 CL38 32GB (2x16GB),02f53f49-9f32-4db7-b13d-ab31c73de3d8,ram_0049,,,,,Dominator,,,5200 CL38,
,ram,,,,,Silicon Power,,,,Silicon Power XPOWER Storm RGB White DDR5-8000 CL38 32GB (1x32GB),03003ce7-3443-4a00-a911-9a9685574e9a,ram_0050,,,,,XPOWER,,,8000 CL38,
,ram,,,,,GeIL,,,,GeIL ORION V Red DDR5-5200 CL42 16GB (1x16GB),0302c41c-34a2-4758-a247-d920a9a0913a,ram_0051,,,,,ORION,,,5200 CL42,
,ram,,,,,Kingston,,,,Kingston FURY Renegade White / Silver DDR5-6000 CL32 64GB (2x32GB),0305fe42-e330-4bd2-bb11-a0e779257be2,ram_0052,,,,,FURY,,,6000 CL32,
,ram,,,,,Crucial,,,,Crucial Ballistix Black DDR4-3600 CL16 32GB (2x16GB),032573d7-b548-47e4-bcbc-2ebcf4131f21,ram_0053,,,,,Ballistix,,,3600 CL16,
,ram,,,,,Kingston,,,,Kingston FURY Renegade Black DDR4-3200 CL16 16GB (2x8GB),03278174-479d-45ee-a6c2-61b6dd9bb6db,ram_0054,,,,,FURY,,,3200 CL16,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP Xtreem Black DDR5-6000 CL30 32GB (2x16GB),0342beff-f989-4966-b292-2e0a1b44bee1,ram_0055,,,,,Xtreem,,,6000 CL30,
,ram,,,,,Patriot,,,,Patriot Viper Venom RGB Black / White DDR5-6000 CL30 32GB (1x32GB),0349e7c8-02a7-483f-85da-42ad618c6fea,ram_0056,,,,,Viper,,,6000 CL30,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 RGB White / Black DDR5-6400 CL32 96GB (2x48GB),03509d90-819e-400a-b835-3e0ea7518b1c,ram_0057,,,,,Trident,,,6400 CL32,
,ram,,,,,IBM,,,,IBM 00D4968 Registered Black / Green DDR3-1600 CL11 16GB (1x16GB),0354e09d-be9c-4b6c-9a7d-edd87744e473,ram_0058,,,,,00D4968,,,1600 CL11,
,ram,,,,,Corsair,,,,Corsair Dominator Platinum RGB Black DDR5-6800 CL40 64GB (2x32GB),03586a27-c995-4b9d-80d7-2c89224f857c,ram_0059,,,,,Dominator,,,6800 CL40,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z White / Black DDR5-6000 CL36 32GB (2x16GB),035977c6-69c6-4c70-8fa7-3c4caa7056e0,ram_0060,,,,,Trident,,,6000 CL36,
,ram,,,,,Mushkin,,,,Mushkin Redline Lumina White DDR4-3600 CL16 32GB (2x16GB),036150d0-853f-4be1-9e2f-57ed32bb1095,ram_0061,,,,,Redline,,,3600 CL16,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 RGB Royal Neo Gold DDR5-6000 CL28 32GB (2x16GB),03646be8-e7da-4f78-901f-ad6e8a04b9c5,ram_0062,,,,,Trident,,,6000 CL28,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Delta RGB White DDR5-6400 CL32 32GB (2x16GB),038ee200-55c1-4b8a-9f43-61f53cb66dcf,ram_0063,,,,,T-Force,,,6400 CL32,
,ram,,,,,Kingston,,,,Kingston FURY Beast RGB DDR5-6400 CL32 64GB (2x32GB),03a6ca15-5948-48e1-a8d4-4a8bdbddc83e,ram_0064,,,,,FURY,,,6400 CL32,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws M5 RGB DDR5-6000 CL36 32GB (2x16GB),03a9e11d-9e7b-4d60-9587-0b911002373e,ram_0065,,,,,Ripjaws,,,6000 CL36,
,ram,,,,,PNY,,,,PNY XLR8 Gaming EPIC-X RGB Black DDR4-3200 CL16 8GB (1x8GB),03c57400-13d3-4305-a3f2-8bf88aba729b,ram_0066,,,,,XLR8,,,3200 CL16,
,ram,,,,,G.SKILL,,,,G.Skill RipJaws S5 Series (Intel XMP) 32GB (2 x 16GB) 288-Pin SDRAM DDR5 5600 CL30-36-36-89 1.25V Dual Channel Desktop Memory F5-5600J3036D16GA2-RS5K,03c5a567-2a8f-4752-9ca3-61a43086eb11,ram_0067,,,2022,,Ripjaws S5,,,DDR5-5600 30-36-36-89 1.25V,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX Black / Yellow DDR4-4000 CL19 128GB (8x16GB),03c6c762-d146-41b5-aee2-5e6b0f872fb9,ram_0068,,,,,Vengeance,,,4000 CL19,
,ram,,,,,Corsair,,,,Corsair Dominator Platinum RGB Black DDR5-5600 CL40 64GB (2x32GB),03cc52cf-0731-485e-8798-fa50a508276f,ram_0069,,,,,Dominator,,,5600 CL40,
,ram,,,,,Corsair,,,,Corsair Vengeance RGB Black DDR5-5200 CL40 32GB (2x16GB),03cf4a79-c898-47aa-981a-8e0676c17571,ram_0070,,,,,Vengeance,,,5200 CL40,
,ram,,,,,Klevv,,,,Klevv CRAS X RGB Black DDR4-3200 CL16 32GB (2x16GB),03d48746-fa01-406c-aac2-430732c7fb88,ram_0071,,,,,CRAS,,,3200 CL16,
,ram,,,,,Patriot,,,,Patriot Viper Steel Silver / Black DDR4-3600 CL17 16GB (2x8GB),03dba6f4-0c0d-47a7-95f2-92e35defceb2,ram_0072,,,,,Viper,,,3600 CL17,
,ram,,,,,Crucial,,,,Crucial CT8G4DFS8213 Black / Green DDR4-2133 CL15 8GB (1x8GB),03f6fc9b-6d9e-4f28-80c6-90fe9f381d4a,ram_0073,,,,,CT8G4DFS8213,,,2133 CL15,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws Red DDR4-2133 CL15 32GB (4x8GB),04020748-08e9-414a-b02c-3667aee89fc8,ram_0074,,,,,Ripjaws,,,2133 CL15,
,ram,,,,,Silicon Power,,,,Silicon Power XPOWER Zenith Gaming Black DDR5-6000 CL30 16GB (1x16GB),04025125-7e89-4cea-add6-268f9b3a34e0,ram_0075,,,,,XPOWER Zenith,,,6000 CL30,
,ram,,,,,Patriot,,,,Patriot Viper Elite 5 RGB DDR5-6000 CL42 32GB (1x32GB),04177551-f58f-49ff-8056-dd209c49a79c,ram_0076,,,,,Viper,,,6000 CL42,
,ram,,,,,Corsair,,,,CORSAIR Dominator Titanium RGB 64GB (2 x 32GB) DDR5 6600 (PC5 52800) Desktop Memory Model CMP64GX5M2X6600C32W,0437de06-9f62-4fbc-a69b-784ddf4f5519,ram_0077,,,2023,,Dominator Titanium,,,64GB (2x32GB) DDR5 6600 (PC5 52800) CL32,
,ram,,,,,Kingston,,,,Kingston FURY Beast Black DDR5-6000 CL30 8GB (1x8GB),043fe52c-f118-417a-9f5d-9b378deb2ad8,ram_0078,,,,,FURY,,,6000 CL30,
,ram,,,,,Patriot,,,,Patriot Signature Premium Black DDR4-2666 CL19 16GB (2x8GB),04436588-723b-4a4d-ae2f-c751160cb14b,ram_0079,,,,,Signature,,,2666 CL19,
,ram,,,,,Kingston,,,,Kingston FURY Beast RGB Black DDR5-6000 CL30 32GB (2x16GB),044f0d87-2fbc-49c4-ba90-b34c8bb1b9c7,ram_0080,,,,,FURY,,,6000 CL30,
,ram,,,,,Mushkin,,,,Mushkin Redline Lumina Black DDR4-4133 CL19 32GB (2x16GB),04561272-3266-4c3e-ac61-e370dfa4ff2c,ram_0081,,,,,Redline,,,4133 CL19,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z Red / Silver DDR4-3200 CL16 32GB (2x16GB),04582edf-763f-4fcd-8b80-db988f0b1e9c,ram_0082,,,,,Trident,,,3200 CL16,
,ram,,,,,Corsair,,,,Corsair Vengeance RGB Pro SL White DDR4-3200 CL16 64GB (4x16GB),045cd56e-0003-4d45-8c59-4e460953b7c4,ram_0083,,,,,Vengeance,,,3200 CL16,
,ram,,,,,Patriot,,,,Patriot Viper Steel RGB Black DDR4-3600 CL20 8GB (1x8GB),045d68a6-e791-4cab-b29f-4e8956c41758,ram_0084,,,,,Viper,,,3600 CL20,
,ram,,,,,ADATA,,,,ADATA XPG Lancer Blade Black DDR5-6000 CL30 64GB (2x32GB),046e27c4-d83c-42be-a45c-438787267a17,ram_0085,,,,,XPG,,,6000 CL30,
,ram,,,,,Crucial,,,,Crucial CT32G56C46U5 Black DDR5-5600 CL46 32GB (1x32GB),047f942f-5062-4ec5-bc3c-769783beeaaf,ram_0086,,,,,CT32G56C46U5,,,5600 CL46,
,ram,,,,,Corsair,,,,Corsair Vengeance RGB Black DDR5-6200 CL36 32GB (2x16GB),04832da7-3c14-4f32-a0de-65e9214bf740,ram_0087,,,,,Vengeance,,,6200 CL36,
,ram,,,,,Mushkin,,,,Mushkin Redline Lumina Black DDR5-6800 CL32 32GB (2x16GB),0484f5eb-e8e7-404d-beb3-f9e517ea0c48,ram_0088,,,,,Redline,,,6800 CL32,
,ram,,,,,Silicon Power,,,,Silicon Power DDR5 32GB (2x16GB) Zenith RGB 6000MHz CL40 WHITE,049ecca5-82ba-47be-aba5-b459f705dd6b,ram_0089,,,,,XPOWER Zenith RGB,,,6000 CL40,
,ram,,,,,GeIL,,,,GeIL EVO X II AMD Black DDR4-3200 CL16 16GB (2x8GB),04a360da-8ab1-4ed8-9b76-305a628b629c,ram_0090,,,,,EVO,,,3200 CL16,
,ram,,,,,Corsair,,,,Corsair Vengeance RGB Black DDR5-6400 CL36 48GB (2x24GB),04aa7d46-60c3-42da-a309-c88506784c31,ram_0091,,,,,Vengeance,,,6400 CL36,
,ram,,,,,Kingston,,,,Kingston FURY Beast Black / Silver DDR5-6000 CL40 32GB (1x32GB),04ba0494-2071-4942-beb4-daa0585e9bfd,ram_0092,,,,,FURY,,,6000 CL40,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP Elite Plus Red / Black DDR4-2400 CL16 16GB (2x8GB),04d5a5ff-6648-4733-9167-4ec199998233,ram_0093,,,,,Elite,,,2400 CL16,
,ram,,,,,Crucial,,,,Crucial Pro Black / Green DDR4-3200 CL22 64GB (2x32GB),04e9c809-5fd4-4994-ad10-c7ff5431a541,ram_0094,,,,,Pro,,,3200 CL22,
,ram,,,,,G.SKILL,,,,G.Skill NT Black DDR4-2133 CL15 16GB (2x8GB),04ef2ec6-4557-4952-8938-f207caafeaee,ram_0095,,,,,NT,,,2133 CL15,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX DDR4-2666 CL15 8GB (2x4GB),04ef6691-ecbf-481c-afc1-4a703267aa18,ram_0096,,,,,Vengeance,,,2666 CL15,
,ram,,,,,Kingston,,,,Kingston FURY Beast RGB White 128GB (4x32GB) 5600MT/s CL40 DDR5 XMP DIMM | Overclocking | Plug N Play | Intel XMP 3.0 | Kit of 4 | KF556C40BWAK4-128,04efb150-0357-47f3-b8f8-9e618326600b,ram_0097,,,0,,FURY Beast,,,DDR5-5600 CL40,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP Elite Black DDR5-6400 CL52 16GB (1x16GB),0521b83a-b9ae-44aa-a328-1ab0f1f0a073,ram_0098,,,,,Elite,,,6400 CL52,
,ram,,,,,Klevv,,,,Klevv FIT V White DDR5-6000 CL32 16GB (1x16GB),052830c0-c347-4731-8ffd-a9eff6cfbd7c,ram_0099,,,,,KD5AGU880-60A320Q,,,6000 CL32,
,ram,,,,,Kingston,,,,Kingston FURY Beast RGB Black DDR5-6000 CL40 16GB (2x8GB),0531d0c1-7063-48bb-8c01-836ae0c69c17,ram_0100,,,,,FURY,,,6000 CL40,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Vulcan Black DDR5-5600 CL32 16GB (1x16GB),053a86e2-a75a-4bff-abda-6a6db090dfdc,ram_0101,,,,,T-Force,,,5600 CL32,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX White DDR4-3000 CL15 16GB (2x8GB),05425f1c-e720-40cc-9e7d-717756d1ad54,ram_0102,,,,,Vengeance,,,3000 CL15,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX Black DDR4-3600 CL18 64GB (2x32GB),05500036-9e50-46d2-927e-893d2ff7655e,ram_0103,,,,,Vengeance,,,3600 CL18,
,ram,,,,,Silicon Power,,,,Silicon Power XPOWER Storm RGB DDR5-8000 CL38 64GB (2x32GB),056240db-b3ce-4c28-a437-bd25ebdf4f80,ram_0104,,,,,XPOWER,,,8000 CL38,
,ram,,,,,Corsair,,,,Corsair Vengeance RGB Pro Black DDR4-3600 CL18 32GB (4x8GB),056ca05d-38d7-45d0-8716-0b09430695db,ram_0105,,,,,Vengeance,,,3600 CL18,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 Neo RGB Black DDR5-5600 CL28 32GB (2x16GB),05745aac-0f2e-46a8-87ba-e10c90691019,ram_0106,,,,,Trident,,,5600 CL28,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws S5 Black DDR5-6000 CL30 64GB (2x32GB),0578b7ea-a67f-4a33-927c-117994f3ad5f,ram_0107,,,,,Ripjaws,,,6000 CL30,
,ram,,,,,GIGABYTE,,,,Gigabyte AORUS RGB DDR4-3200 CL16 16GB (2x8GB),0587f4c6-9832-4824-964c-bfb3eec1c40a,ram_0108,,,,,AORUS,,,3200 CL16,
,ram,,,,,Kingston,,,,Kingston HyperX Predator Black / Silver DDR4-3200 CL16 16GB (2x8GB),058ddcee-b272-4eb3-a6f0-4bbe0a447f47,ram_0109,,,,,HyperX,,,3200 CL16,
,ram,,,,,Thermaltake,,,,Thermaltake TOUGHRAM XG RGB Black / Silver DDR4-4400 CL19 16GB (2x8GB),05934359-fa05-4878-9ab5-c4006557b0f9,ram_0110,,,,,TOUGHRAM,,,4400 CL19,
,ram,,,,,OLOy,,,,OLOy Blade RGB Black DDR5-5600 CL40 16GB (2x8GB),05af50df-2093-4dfa-8f79-4e5f4a29de58,ram_0111,,,,,Blade,,,5600 CL40,
,ram,,,,,Apacer,,,,Apacer Panther Silver / Black DDR5-6400 CL32 32GB (2x16GB),05cd4abf-edeb-4ac5-8b5f-e9751ff8c269,ram_0112,,,,,Panther,,,6400 CL32,
,ram,,,,,Corsair,,,,Corsair Vengeance LPX Black / Yellow DDR4-4600 CL18 32GB (4x8GB),05d4efd4-5ea6-4b77-a8e4-6688ea66df8a,ram_0113,,,,,Vengeance,,,4600 CL18,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force DELTAα RGB Black DDR5-6400 CL40 16GB (2x8GB),05dbfd5b-2236-4fa4-8cef-4622db09d08a,ram_0114,,,,,T-Force,,,6400 CL40,
,ram,,,,,Silicon Power,,,,Silicon Power XPOWER Zenith Gaming White DDR5-6000 CL30 16GB (1x16GB),05e3a864-16e0-45c6-95c3-f552b97d88da,ram_0115,,,,,XPOWER Zenith,,,6000 CL30,
,ram,,,,,ADATA,,,,ADATA XPG GAMMIX D10 Black DDR4-3600 CL18 16GB (2x8GB),05f24465-8610-4656-96b8-a5d2184d076f,ram_0116,,,,,XPG,,,3600 CL18,
,ram,,,,,G.SKILL,,,,G.Skill Ripjaws M5 RGB Black DDR5-6400 CL32 96GB (2x48GB),06041383-a786-470d-914d-4da34b99d022,ram_0117,,,,,Ripjaws,,,6400 CL32,
,ram,,,,,Acer,,,,Acer Predator Pallas II Black DDR5-6400 CL32 32GB (2x16GB),06044214-e5a9-4641-92ee-4ff9b0f11e53,ram_0118,,,,,Predator,,,6400 CL32,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Vulcan Eco Silver DDR5-6000 CL30 32GB (2x16GB),0610c605-2988-4c65-8f99-8443dfd37dcb,ram_0119,,,,,T-Force,,,6000 CL30,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 RGB Black DDR5-5600 CL30 32GB (2x16GB),0630a2d4-c741-4b8e-9671-0226ebab7ff8,ram_0120,,,,,Trident,,,5600 CL30,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 Neo RGB White / Black DDR5-6000 CL26 48GB (2x24GB),063d8c21-72e3-4efa-99f3-eb853aa21109,ram_0121,,,,,Trident,,,6000 CL26,
,ram,,,,,Avexir,,,,Avexir Core Black / Red DDR4-2400 CL16 16GB (2x8GB),0646d74a-8da3-47c0-a355-76e5ba2d4f0b,ram_0122,,,,,Core,,,2400 CL16,
,ram,,,,,Kingston,,,,Kingston Fury Renegade RGB DDR5-8000 CL38 16GB (1x16GB),06476667-c91c-48ce-a25b-e337c0242275,ram_0123,,,,,Fury,,,8000 CL38,
,ram,,,,,Corsair,,,,Corsair Dominator Platinum RGB DDR5-6400 CL32 64GB (4x16GB),064c48b9-a5fa-4d61-8a04-f611cd0ddd94,ram_0124,,,,,Dominator,,,6400 CL32,
,ram,,,,,TEAMGROUP,,,,TEAMGROUP T-Force Delta TUF Gaming Alliance RGB Black DDR5-5200 CL40 32GB (2x16GB),064f0bba-dac7-4bc5-b029-411bd881c3b1,ram_0125,,,,,T-Force,,,5200 CL40,
,ram,,,,,G.SKILL,,,,G.Skill Trident Z5 RGB Black / Silver DDR5-6800 CL34 32GB (2x16GB),0650b0b9-5113-4f9b-959f-f10386ceb315,ram_0126,,,,,Trident,,,6800 CL34,
